gs_text34,iso3,GBD_weight,age,sex
Malaria,TZA,0.2491746,0,0
Measles,TZA,0.0034334,0,0
Meningitis,TZA,0.016815,0,0
Other Cancers,TZA,0.0023885,0,0
Other Cardiovascular Diseases,TZA,0.0071954,0,0
Other Defined Causes of Child Deaths,TZA,0.1980252,0,0
Other Digestive Diseases,TZA,0,0,0
Other Infectious Diseases,TZA,0.145412,0,0
Pneumonia,TZA,0.2151748,0,0
Poisonings,TZA,0.0042844,0,0
Road Traffic,TZA,0.0052588,0,0
Sepsis,TZA,0.0071434,0,0
Violent Death,TZA,0.0015529,0,0
AIDS,TZA,0.0468953,0,1
Bite of Venomous Animal,TZA,0.0031268,0,1
Diarrhea/Dysentery,TZA,0.08558,0,1
Drowning,TZA,0.0031029,0,1
Encephalitis,TZA,0.0011423,0,1
Falls,TZA,0.0012906,0,1
Fires,TZA,0.0092192,0,1
Hemorrhagic fever,TZA,0.0001532,0,1
Malaria,TZA,0.2448469,0,1
Measles,TZA,0.0035722,0,1
Meningitis,TZA,0.0207573,0,1
Other Cancers,TZA,0.0034213,0,1
Other Cardiovascular Diseases,TZA,0.0095314,0,1
Other Defined Causes of Child Deaths,TZA,0.2037325,0,1
Other Digestive Diseases,TZA,0,0,1
Other Infectious Diseases,TZA,0.134883,0,1
Pneumonia,TZA,0.2130048,0,1
Poisonings,TZA,0.0024901,0,1
Road Traffic,TZA,0.0074359,0,1
Sepsis,TZA,0.0041661,0,1
Violent Death,TZA,0.0016483,0,1
AIDS,TZA,0.3463215,5,0
Bite of Venomous Animal,TZA,0.0084531,5,0
Diarrhea/Dysentery,TZA,0.0710575,5,0
Drowning,TZA,0.0250844,5,0
Encephalitis,TZA,0.0008691,5,0
Falls,TZA,0.0014484,5,0
Fires,TZA,0.0214222,5,0
Hemorrhagic fever,TZA,0.0007548,5,0
Malaria,TZA,0.1170977,5,0
Measles,TZA,0.0048319,5,0
Meningitis,TZA,0.0109361,5,0
Other Cancers,TZA,0.0265626,5,0
Other Cardiovascular Diseases,TZA,0.0084744,5,0
Other Defined Causes of Child Deaths,TZA,0.1424258,5,0
Other Digestive Diseases,TZA,0.0057945,5,0
Other Infectious Diseases,TZA,0.1149598,5,0
Pneumonia,TZA,0.0385371,5,0
Poisonings,TZA,0.0072812,5,0
Road Traffic,TZA,0.0403054,5,0
Sepsis,TZA,0.0019672,5,0
Violent Death,TZA,0.0054154,5,0
AIDS,TZA,0.3579856,5,1
Bite of Venomous Animal,TZA,0.0062162,5,1
Diarrhea/Dysentery,TZA,0.0803898,5,1
Drowning,TZA,0.0179251,5,1
Encephalitis,TZA,0.0008836,5,1
Falls,TZA,0.0008834,5,1
Fires,TZA,0.0184467,5,1
Hemorrhagic fever,TZA,0.000525,5,1
Malaria,TZA,0.1552818,5,1
Measles,TZA,0.0054852,5,1
Meningitis,TZA,0.0111179,5,1
Other Cancers,TZA,0.0194765,5,1
Other Cardiovascular Diseases,TZA,0.009356,5,1
Other Defined Causes of Child Deaths,TZA,0.1050878,5,1
Other Digestive Diseases,TZA,0.0064681,5,1
Other Infectious Diseases,TZA,0.1006825,5,1
Pneumonia,TZA,0.036391,5,1
Poisonings,TZA,0.0039582,5,1
Road Traffic,TZA,0.0570318,5,1
Sepsis,TZA,0.0010915,5,1
Violent Death,TZA,0.0053161,5,1
AIDS,TWN,0.0102129,1,0
Bite of Venomous Animal,TWN,0.0009049,1,0
Diarrhea/Dysentery,TWN,0.0046501,1,0
Drowning,TWN,0.0943099,1,0
Encephalitis,TWN,0.0018867,1,0
Falls,TWN,0.0293602,1,0
Fires,TWN,0.0374198,1,0
Hemorrhagic fever,TWN,0.0035969,1,0
Malaria,TWN,0,1,0
Measles,TWN,0.0250872,1,0
Meningitis,TWN,0.0087714,1,0
Other Cancers,TWN,0.0711208,1,0
Other Cardiovascular Diseases,TWN,0.0565284,1,0
Other Defined Causes of Child Deaths,TWN,0.3760022,1,0
Other Digestive Diseases,TWN,0.0323804,1,0
Other Infectious Diseases,TWN,0.0835531,1,0
Pneumonia,TWN,0.028785,1,0
Poisonings,TWN,0.0110343,1,0
Road Traffic,TWN,0.1116945,1,0
Sepsis,TWN,0.0034761,1,0
Violent Death,TWN,0.0092251,1,0
AIDS,TWN,0.009802,1,1
Bite of Venomous Animal,TWN,0.0019954,1,1
Diarrhea/Dysentery,TWN,0.0072342,1,1
Drowning,TWN,0.0463949,1,1
Encephalitis,TWN,0.003584,1,1
Falls,TWN,0.0344561,1,1
Fires,TWN,0.0223151,1,1
Hemorrhagic fever,TWN,0.0065585,1,1
Malaria,TWN,0,1,1
Measles,TWN,0.0297013,1,1
Meningitis,TWN,0.0166629,1,1
Other Cancers,TWN,0.0610355,1,1
Other Cardiovascular Diseases,TWN,0.0606751,1,1
Other Defined Causes of Child Deaths,TWN,0.434111,1,1
Other Digestive Diseases,TWN,0.0500197,1,1
Other Infectious Diseases,TWN,0.0788187,1,1
Pneumonia,TWN,0.0451009,1,1
Poisonings,TWN,0.0053757,1,1
Road Traffic,TWN,0.0743933,1,1
Sepsis,TWN,0.0029393,1,1
Violent Death,TWN,0.0088264,1,1
AIDS,TWN,0.0057795,10,0
Bite of Venomous Animal,TWN,0.0012164,10,0
Diarrhea/Dysentery,TWN,0.0006174,10,0
Drowning,TWN,0.0945908,10,0
Encephalitis,TWN,0.0008485,10,0
Falls,TWN,0.0215567,10,0
Fires,TWN,0.0092599,10,0
Hemorrhagic fever,TWN,0.0031297,10,0
Malaria,TWN,0,10,0
Measles,TWN,0.0026456,10,0
Meningitis,TWN,0.0068583,10,0
Other Cancers,TWN,0.2052668,10,0
Other Cardiovascular Diseases,TWN,0.052289,10,0
Other Defined Causes of Child Deaths,TWN,0.2697726,10,0
Other Digestive Diseases,TWN,0.0152558,10,0
Other Infectious Diseases,TWN,0.0820368,10,0
Pneumonia,TWN,0.0282421,10,0
Poisonings,TWN,0.0121043,10,0
Road Traffic,TWN,0.1630922,10,0
Sepsis,TWN,0.0036242,10,0
Violent Death,TWN,0.0218135,10,0
AIDS,TWN,0.0068435,10,1
Bite of Venomous Animal,TWN,0.0017583,10,1
Diarrhea/Dysentery,TWN,0.0020948,10,1
Drowning,TWN,0.0337574,10,1
Encephalitis,TWN,0.0015896,10,1
Falls,TWN,0.0168584,10,1
Fires,TWN,0.0117227,10,1
Hemorrhagic fever,TWN,0.0057172,10,1
Malaria,TWN,0,10,1
Measles,TWN,0.0041727,10,1
Meningitis,TWN,0.0128492,10,1
Other Cancers,TWN,0.2049846,10,1
Other Cardiovascular Diseases,TWN,0.0737864,10,1
Other Defined Causes of Child Deaths,TWN,0.3054886,10,1
Other Digestive Diseases,TWN,0.0266455,10,1
Other Infectious Diseases,TWN,0.0911458,10,1
Pneumonia,TWN,0.0230418,10,1
Poisonings,TWN,0.0068628,10,1
Road Traffic,TWN,0.1521929,10,1
Sepsis,TWN,0.0033065,10,1
Violent Death,TWN,0.0151812,10,1
AIDS,TWN,0.0023271,0,0
Bite of Venomous Animal,TWN,0.0002343,0,0
Diarrhea/Dysentery,TWN,0.0050171,0,0
Drowning,TWN,0.0057365,0,0
Encephalitis,TWN,0.0014062,0,0
Falls,TWN,0.0074237,0,0
Fires,TWN,0.0057813,0,0
Hemorrhagic fever,TWN,0.0019074,0,0
Malaria,TWN,0,0,0
Measles,TWN,0.0099862,0,0
Meningitis,TWN,0.0061726,0,0
Other Cancers,TWN,0.0223903,0,0
Other Cardiovascular Diseases,TWN,0.033073,0,0
Other Defined Causes of Child Deaths,TWN,0.7773681,0,0
Other Digestive Diseases,TWN,0,0,0
Other Infectious Diseases,TWN,0.0728792,0,0
Pneumonia,TWN,0.0265084,0,0
Poisonings,TWN,0.004538,0,0
Road Traffic,TWN,0.010401,0,0
Sepsis,TWN,0.0046629,0,0
Violent Death,TWN,0.0021869,0,0
AIDS,TWN,0.0021192,0,1
Bite of Venomous Animal,TWN,0.000945,0,1
Diarrhea/Dysentery,TWN,0.0073241,0,1
Drowning,TWN,0.0039921,0,1
Encephalitis,TWN,0.0018847,0,1
Falls,TWN,0.0089892,0,1
Fires,TWN,0.0037435,0,1
Hemorrhagic fever,TWN,0.0029876,0,1
Malaria,TWN,0,0,1
Measles,TWN,0.0102129,0,1
Meningitis,TWN,0.0082733,0,1
Other Cancers,TWN,0.0212709,0,1
Other Cardiovascular Diseases,TWN,0.0269322,0,1
Other Defined Causes of Child Deaths,TWN,0.7705678,0,1
Other Digestive Diseases,TWN,0,0,1
Other Infectious Diseases,TWN,0.0727596,0,1
Pneumonia,TWN,0.0400285,0,1
Poisonings,TWN,0.0022356,0,1
Road Traffic,TWN,0.011299,0,1
Sepsis,TWN,0.0023271,0,1
Violent Death,TWN,0.0021078,0,1
AIDS,TWN,0.0076574,5,0
Bite of Venomous Animal,TWN,0.0017306,5,0
Diarrhea/Dysentery,TWN,0.0009922,5,0
Drowning,TWN,0.1198183,5,0
Encephalitis,TWN,0.0018434,5,0
Falls,TWN,0.0195087,5,0
Fires,TWN,0.0216359,5,0
Hemorrhagic fever,TWN,0.005746,5,0
Malaria,TWN,0,5,0
Measles,TWN,0.0098986,5,0
Meningitis,TWN,0.0110186,5,0
Other Cancers,TWN,0.1962785,5,0
Other Cardiovascular Diseases,TWN,0.0375221,5,0
Other Defined Causes of Child Deaths,TWN,0.2556152,5,0
Other Digestive Diseases,TWN,0.0145109,5,0
Other Infectious Diseases,TWN,0.1124818,5,0
Pneumonia,TWN,0.041476,5,0
Poisonings,TWN,0.0071281,5,0
Road Traffic,TWN,0.1212851,5,0
Sepsis,TWN,0.0041729,5,0
Violent Death,TWN,0.0096797,5,0
AIDS,TWN,0.0073189,5,1
Bite of Venomous Animal,TWN,0.0028084,5,1
Diarrhea/Dysentery,TWN,0.0042202,5,1
Drowning,TWN,0.0475196,5,1
Encephalitis,TWN,0.0042486,5,1
Falls,TWN,0.0235375,5,1
Fires,TWN,0.0254879,5,1
Hemorrhagic fever,TWN,0.0111435,5,1
Malaria,TWN,0,5,1
Measles,TWN,0.0123096,5,1
Meningitis,TWN,0.0253953,5,1
Other Cancers,TWN,0.1790607,5,1
Other Cardiovascular Diseases,TWN,0.058957,5,1
Other Defined Causes of Child Deaths,TWN,0.2813836,5,1
Other Digestive Diseases,TWN,0.021225,5,1
Other Infectious Diseases,TWN,0.1081056,5,1
Pneumonia,TWN,0.0330443,5,1
Poisonings,TWN,0.0048179,5,1
Road Traffic,TWN,0.1360053,5,1
Sepsis,TWN,0.0033608,5,1
Violent Death,TWN,0.0100504,5,1
AIDS,TUR,0.0014808,1,0
Bite of Venomous Animal,TUR,0.0048534,1,0
Diarrhea/Dysentery,TUR,0.0154586,1,0
Drowning,TUR,0.00938,1,0
Encephalitis,TUR,0.0283242,1,0
Falls,TUR,0.0176738,1,0
Fires,TUR,0.0117642,1,0
Hemorrhagic fever,TUR,0.0016726,1,0
Malaria,TUR,0.0000116,1,0
Measles,TUR,0.0168503,1,0
Meningitis,TUR,0.0932116,1,0
Other Cancers,TUR,0.0501653,1,0
Other Cardiovascular Diseases,TUR,0.1617677,1,0
Other Defined Causes of Child Deaths,TUR,0.3664196,1,0
Other Digestive Diseases,TUR,0.0094099,1,0
Other Infectious Diseases,TUR,0.048214,1,0
Pneumonia,TUR,0.1113995,1,0
Poisonings,TUR,0.0045914,1,0
Road Traffic,TUR,0.044432,1,0
Sepsis,TUR,0.0007847,1,0
Violent Death,TUR,0.0021348,1,0
AIDS,TUR,0.0017416,1,1
Bite of Venomous Animal,TUR,0.0047157,1,1
Diarrhea/Dysentery,TUR,0.0215681,1,1
Drowning,TUR,0.0057777,1,1
Encephalitis,TUR,0.0159307,1,1
Falls,TUR,0.0167074,1,1
Fires,TUR,0.0093644,1,1
Hemorrhagic fever,TUR,0.0007098,1,1
Malaria,TUR,0.000013,1,1
Measles,TUR,0.0205992,1,1
Meningitis,TUR,0.0524262,1,1
Other Cancers,TUR,0.0492005,1,1
Other Cardiovascular Diseases,TUR,0.1809983,1,1
Other Defined Causes of Child Deaths,TUR,0.4098352,1,1
Other Digestive Diseases,TUR,0.0166286,1,1
Other Infectious Diseases,TUR,0.0462954,1,1
Pneumonia,TUR,0.1002939,1,1
Poisonings,TUR,0.0062339,1,1
Road Traffic,TUR,0.037209,1,1
Sepsis,TUR,0.0012034,1,1
Violent Death,TUR,0.0025478,1,1
AIDS,TUR,0.0002253,10,0
Bite of Venomous Animal,TUR,0.0039002,10,0
Diarrhea/Dysentery,TUR,0.0056367,10,0
Drowning,TUR,0.0216864,10,0
Encephalitis,TUR,0.0140425,10,0
Falls,TUR,0.0140203,10,0
Fires,TUR,0.0050215,10,0
Hemorrhagic fever,TUR,0.000973,10,0
Malaria,TUR,0.000012,10,0
Measles,TUR,0.0012971,10,0
Meningitis,TUR,0.0581302,10,0
Other Cancers,TUR,0.116834,10,0
Other Cardiovascular Diseases,TUR,0.2699268,10,0
Other Defined Causes of Child Deaths,TUR,0.2683399,10,0
Other Digestive Diseases,TUR,0.0178339,10,0
Other Infectious Diseases,TUR,0.044793,10,0
Pneumonia,TUR,0.0439462,10,0
Poisonings,TUR,0.0062181,10,0
Road Traffic,TUR,0.096969,10,0
Sepsis,TUR,0.0005207,10,0
Violent Death,TUR,0.0096732,10,0
AIDS,TUR,0.0003488,10,1
Bite of Venomous Animal,TUR,0.0028283,10,1
Diarrhea/Dysentery,TUR,0.0043482,10,1
Drowning,TUR,0.0094848,10,1
Encephalitis,TUR,0.0149854,10,1
Falls,TUR,0.005342,10,1
Fires,TUR,0.0038751,10,1
Hemorrhagic fever,TUR,0.0006256,10,1
Malaria,TUR,0.0000113,10,1
Measles,TUR,0.0022832,10,1
Meningitis,TUR,0.0620334,10,1
Other Cancers,TUR,0.1187823,10,1
Other Cardiovascular Diseases,TUR,0.2680702,10,1
Other Defined Causes of Child Deaths,TUR,0.3105526,10,1
Other Digestive Diseases,TUR,0.0211417,10,1
Other Infectious Diseases,TUR,0.0522943,10,1
Pneumonia,TUR,0.0460778,10,1
Poisonings,TUR,0.009508,10,1
Road Traffic,TUR,0.0600391,10,1
Sepsis,TUR,0.0025543,10,1
Violent Death,TUR,0.0048138,10,1
AIDS,TUR,0.0001151,0,0
Bite of Venomous Animal,TUR,0.0007267,0,0
Diarrhea/Dysentery,TUR,0.0253814,0,0
Drowning,TUR,0.0004979,0,0
Encephalitis,TUR,0.0254082,0,0
Falls,TUR,0.003491,0,0
Fires,TUR,0.0010888,0,0
Hemorrhagic fever,TUR,0.0004005,0,0
Malaria,TUR,9.03E-06,0,0
Measles,TUR,0.0022959,0,0
Meningitis,TUR,0.0813957,0,0
Other Cancers,TUR,0.0071366,0,0
Other Cardiovascular Diseases,TUR,0.1584941,0,0
Other Defined Causes of Child Deaths,TUR,0.5642183,0,0
Other Digestive Diseases,TUR,0,0,0
Other Infectious Diseases,TUR,0.0178552,0,0
Pneumonia,TUR,0.1047225,0,0
Poisonings,TUR,0.0005188,0,0
Road Traffic,TUR,0.0037643,0,0
Sepsis,TUR,0.0014323,0,0
Violent Death,TUR,0.0010479,0,0
AIDS,TUR,0.0001326,0,1
Bite of Venomous Animal,TUR,0.0010261,0,1
Diarrhea/Dysentery,TUR,0.0244444,0,1
Drowning,TUR,0.0006418,0,1
Encephalitis,TUR,0.0216736,0,1
Falls,TUR,0.0021013,0,1
Fires,TUR,0.0010798,0,1
Hemorrhagic fever,TUR,0.000189,0,1
Malaria,TUR,9.78E-06,0,1
Measles,TUR,0.0024732,0,1
Meningitis,TUR,0.0694319,0,1
Other Cancers,TUR,0.0088527,0,1
Other Cardiovascular Diseases,TUR,0.1489769,0,1
Other Defined Causes of Child Deaths,TUR,0.5919166,0,1
Other Digestive Diseases,TUR,0,0,1
Other Infectious Diseases,TUR,0.0177854,0,1
Pneumonia,TUR,0.1029618,0,1
Poisonings,TUR,0.0005843,0,1
Road Traffic,TUR,0.0032584,0,1
Sepsis,TUR,0.0015679,0,1
Violent Death,TUR,0.0008926,0,1
AIDS,TUR,0.0002992,5,0
Bite of Venomous Animal,TUR,0.0054737,5,0
Diarrhea/Dysentery,TUR,0.0102112,5,0
Drowning,TUR,0.0173254,5,0
Encephalitis,TUR,0.0211781,5,0
Falls,TUR,0.0125592,5,0
Fires,TUR,0.005099,5,0
Hemorrhagic fever,TUR,0.0019844,5,0
Malaria,TUR,8.33E-06,5,0
Measles,TUR,0.0040138,5,0
Meningitis,TUR,0.0778381,5,0
Other Cancers,TUR,0.1196341,5,0
Other Cardiovascular Diseases,TUR,0.1874293,5,0
Other Defined Causes of Child Deaths,TUR,0.2969351,5,0
Other Digestive Diseases,TUR,0.0158245,5,0
Other Infectious Diseases,TUR,0.0531281,5,0
Pneumonia,TUR,0.0602444,5,0
Poisonings,TUR,0.0055985,5,0
Road Traffic,TUR,0.1003566,5,0
Sepsis,TUR,0.0008468,5,0
Violent Death,TUR,0.0040124,5,0
AIDS,TUR,0.0003746,5,1
Bite of Venomous Animal,TUR,0.0040781,5,1
Diarrhea/Dysentery,TUR,0.0153875,5,1
Drowning,TUR,0.0078511,5,1
Encephalitis,TUR,0.0270718,5,1
Falls,TUR,0.0127519,5,1
Fires,TUR,0.0066929,5,1
Hemorrhagic fever,TUR,0.0007796,5,1
Malaria,TUR,8.39E-06,5,1
Measles,TUR,0.0055188,5,1
Meningitis,TUR,0.0994998,5,1
Other Cancers,TUR,0.1017509,5,1
Other Cardiovascular Diseases,TUR,0.1908363,5,1
Other Defined Causes of Child Deaths,TUR,0.3054971,5,1
Other Digestive Diseases,TUR,0.0196167,5,1
Other Infectious Diseases,TUR,0.0548441,5,1
Pneumonia,TUR,0.0649679,5,1
Poisonings,TUR,0.0091901,5,1
Road Traffic,TUR,0.0681178,5,1
Sepsis,TUR,0.0022615,5,1
Violent Death,TUR,0.0029031,5,1
AIDS,TUN,0.0241185,1,0
Bite of Venomous Animal,TUN,0.0032006,1,0
Diarrhea/Dysentery,TUN,0.0560022,1,0
Drowning,TUN,0.0406931,1,0
Encephalitis,TUN,0.0043555,1,0
Falls,TUN,0.0218041,1,0
Fires,TUN,0.0209339,1,0
Hemorrhagic fever,TUN,0.0021429,1,0
Malaria,TUN,0,1,0
Measles,TUN,0.0026162,1,0
Meningitis,TUN,0.0143335,1,0
Other Cancers,TUN,0.0369218,1,0
Other Cardiovascular Diseases,TUN,0.0615463,1,0
Other Defined Causes of Child Deaths,TUN,0.4421165,1,0
Other Digestive Diseases,TUN,0.0099346,1,0
Other Infectious Diseases,TUN,0.0462766,1,0
Pneumonia,TUN,0.063562,1,0
Poisonings,TUN,0.0089551,1,0
Road Traffic,TUN,0.1346488,1,0
Sepsis,TUN,0.0006873,1,0
Violent Death,TUN,0.0051503,1,0
AIDS,TUN,0.0272163,1,1
Bite of Venomous Animal,TUN,0.0027835,1,1
Diarrhea/Dysentery,TUN,0.0591439,1,1
Drowning,TUN,0.0215094,1,1
Encephalitis,TUN,0.0043809,1,1
Falls,TUN,0.0157605,1,1
Fires,TUN,0.0224244,1,1
Hemorrhagic fever,TUN,0.0006798,1,1
Malaria,TUN,0,1,1
Measles,TUN,0.0030646,1,1
Meningitis,TUN,0.0144172,1,1
Other Cancers,TUN,0.0300385,1,1
Other Cardiovascular Diseases,TUN,0.0649249,1,1
Other Defined Causes of Child Deaths,TUN,0.5203331,1,1
Other Digestive Diseases,TUN,0.0102355,1,1
Other Infectious Diseases,TUN,0.0437101,1,1
Pneumonia,TUN,0.0615725,1,1
Poisonings,TUN,0.0094471,1,1
Road Traffic,TUN,0.0826897,1,1
Sepsis,TUN,0.0009272,1,1
Violent Death,TUN,0.0047409,1,1
AIDS,TUN,0.0133146,10,0
Bite of Venomous Animal,TUN,0.0039894,10,0
Diarrhea/Dysentery,TUN,0.0033483,10,0
Drowning,TUN,0.0432959,10,0
Encephalitis,TUN,0.002694,10,0
Falls,TUN,0.0149952,10,0
Fires,TUN,0.0108259,10,0
Hemorrhagic fever,TUN,0.0013562,10,0
Malaria,TUN,0,10,0
Measles,TUN,0.0002656,10,0
Meningitis,TUN,0.0111523,10,0
Other Cancers,TUN,0.1314079,10,0
Other Cardiovascular Diseases,TUN,0.0747255,10,0
Other Defined Causes of Child Deaths,TUN,0.2542281,10,0
Other Digestive Diseases,TUN,0.0089511,10,0
Other Infectious Diseases,TUN,0.0492486,10,0
Pneumonia,TUN,0.0245227,10,0
Poisonings,TUN,0.0063804,10,0
Road Traffic,TUN,0.3339474,10,0
Sepsis,TUN,0.0004159,10,0
Violent Death,TUN,0.010935,10,0
AIDS,TUN,0.0200988,10,1
Bite of Venomous Animal,TUN,0.0029584,10,1
Diarrhea/Dysentery,TUN,0.0044163,10,1
Drowning,TUN,0.0189584,10,1
Encephalitis,TUN,0.0035516,10,1
Falls,TUN,0.0093443,10,1
Fires,TUN,0.0167737,10,1
Hemorrhagic fever,TUN,0.0008338,10,1
Malaria,TUN,0,10,1
Measles,TUN,0.0004648,10,1
Meningitis,TUN,0.0147022,10,1
Other Cancers,TUN,0.111994,10,1
Other Cardiovascular Diseases,TUN,0.0965736,10,1
Other Defined Causes of Child Deaths,TUN,0.3663403,10,1
Other Digestive Diseases,TUN,0.0112753,10,1
Other Infectious Diseases,TUN,0.0589148,10,1
Pneumonia,TUN,0.0380647,10,1
Poisonings,TUN,0.0101665,10,1
Road Traffic,TUN,0.2039821,10,1
Sepsis,TUN,0.0020952,10,1
Violent Death,TUN,0.008491,10,1
AIDS,TUN,0.0040253,0,0
Bite of Venomous Animal,TUN,0.0008086,0,0
Diarrhea/Dysentery,TUN,0.101622,0,0
Drowning,TUN,0.0027226,0,0
Encephalitis,TUN,0.0039597,0,0
Falls,TUN,0.0048668,0,0
Fires,TUN,0.0050739,0,0
Hemorrhagic fever,TUN,0.0007432,0,0
Malaria,TUN,0,0,0
Measles,TUN,0.000767,0,0
Meningitis,TUN,0.0126851,0,0
Other Cancers,TUN,0.013129,0,0
Other Cardiovascular Diseases,TUN,0.0415718,0,0
Other Defined Causes of Child Deaths,TUN,0.6695831,0,0
Other Digestive Diseases,TUN,0,0,0
Other Infectious Diseases,TUN,0.0279651,0,0
Pneumonia,TUN,0.0925499,0,0
Poisonings,TUN,0.0018005,0,0
Road Traffic,TUN,0.0124833,0,0
Sepsis,TUN,0.0011336,0,0
Violent Death,TUN,0.0025093,0,0
AIDS,TUN,0.0042367,0,1
Bite of Venomous Animal,TUN,0.0004079,0,1
Diarrhea/Dysentery,TUN,0.097265,0,1
Drowning,TUN,0.0015654,0,1
Encephalitis,TUN,0.0041665,0,1
Falls,TUN,0.003568,0,1
Fires,TUN,0.0057297,0,1
Hemorrhagic fever,TUN,0.000323,0,1
Malaria,TUN,0,0,1
Measles,TUN,0.000756,0,1
Meningitis,TUN,0.0133476,0,1
Other Cancers,TUN,0.0091441,0,1
Other Cardiovascular Diseases,TUN,0.043584,0,1
Other Defined Causes of Child Deaths,TUN,0.6879825,0,1
Other Digestive Diseases,TUN,0,0,1
Other Infectious Diseases,TUN,0.0281743,0,1
Pneumonia,TUN,0.0851364,0,1
Poisonings,TUN,0.0025768,0,1
Road Traffic,TUN,0.0085041,0,1
Sepsis,TUN,0.0010707,0,1
Violent Death,TUN,0.0024613,0,1
AIDS,TUN,0.0133895,5,0
Bite of Venomous Animal,TUN,0.0050814,5,0
Diarrhea/Dysentery,TUN,0.0064081,5,0
Drowning,TUN,0.0424126,5,0
Encephalitis,TUN,0.0037451,5,0
Falls,TUN,0.0152049,5,0
Fires,TUN,0.0128918,5,0
Hemorrhagic fever,TUN,0.0027856,5,0
Malaria,TUN,0,5,0
Measles,TUN,0.0008826,5,0
Meningitis,TUN,0.0137647,5,0
Other Cancers,TUN,0.1133973,5,0
Other Cardiovascular Diseases,TUN,0.0624799,5,0
Other Defined Causes of Child Deaths,TUN,0.283602,5,0
Other Digestive Diseases,TUN,0.0074567,5,0
Other Infectious Diseases,TUN,0.0613859,5,0
Pneumonia,TUN,0.0407348,5,0
Poisonings,TUN,0.0070563,5,0
Road Traffic,TUN,0.3003432,5,0
Sepsis,TUN,0.0006464,5,0
Violent Death,TUN,0.0063312,5,0
AIDS,TUN,0.0179279,5,1
Bite of Venomous Animal,TUN,0.0035406,5,1
Diarrhea/Dysentery,TUN,0.0086866,5,1
Drowning,TUN,0.019435,5,1
Encephalitis,TUN,0.0046207,5,1
Falls,TUN,0.0134603,5,1
Fires,TUN,0.0168364,5,1
Hemorrhagic fever,TUN,0.0011783,5,1
Malaria,TUN,0,5,1
Measles,TUN,0.0013129,5,1
Meningitis,TUN,0.0169828,5,1
Other Cancers,TUN,0.0932289,5,1
Other Cardiovascular Diseases,TUN,0.0729533,5,1
Other Defined Causes of Child Deaths,TUN,0.386142,5,1
Other Digestive Diseases,TUN,0.0090909,5,1
Other Infectious Diseases,TUN,0.066405,5,1
Pneumonia,TUN,0.0504457,5,1
Poisonings,TUN,0.0108835,5,1
Road Traffic,TUN,0.1987049,5,1
Sepsis,TUN,0.0017612,5,1
Violent Death,TUN,0.0064032,5,1
AIDS,TTO,0.0261391,1,0
Bite of Venomous Animal,TTO,0.0015149,1,0
Diarrhea/Dysentery,TTO,0.0235291,1,0
Drowning,TTO,0.037541,1,0
Encephalitis,TTO,0.0006534,1,0
Falls,TTO,0.0161984,1,0
Fires,TTO,0.0398543,1,0
Hemorrhagic fever,TTO,0.0158314,1,0
Malaria,TTO,0,1,0
Measles,TTO,0.0018336,1,0
Meningitis,TTO,0.02101,1,0
Other Cancers,TTO,0.0950041,1,0
Other Cardiovascular Diseases,TTO,0.0680629,1,0
Other Defined Causes of Child Deaths,TTO,0.3993906,1,0
Other Digestive Diseases,TTO,0.040827,1,0
Other Infectious Diseases,TTO,0.0446028,1,0
Pneumonia,TTO,0.0654381,1,0
Poisonings,TTO,0.0074717,1,0
Road Traffic,TTO,0.0524111,1,0
Sepsis,TTO,0.0021909,1,0
Violent Death,TTO,0.0404955,1,0
AIDS,TTO,0.033784,1,1
Bite of Venomous Animal,TTO,0.0007159,1,1
Diarrhea/Dysentery,TTO,0.0219888,1,1
Drowning,TTO,0.0214523,1,1
Encephalitis,TTO,0.0009629,1,1
Falls,TTO,0.0081401,1,1
Fires,TTO,0.0441238,1,1
Hemorrhagic fever,TTO,0.0267832,1,1
Malaria,TTO,0,1,1
Measles,TTO,0.0012163,1,1
Meningitis,TTO,0.0309609,1,1
Other Cancers,TTO,0.0855993,1,1
Other Cardiovascular Diseases,TTO,0.0544761,1,1
Other Defined Causes of Child Deaths,TTO,0.4583767,1,1
Other Digestive Diseases,TTO,0.0206729,1,1
Other Infectious Diseases,TTO,0.0429488,1,1
Pneumonia,TTO,0.0618936,1,1
Poisonings,TTO,0.0079829,1,1
Road Traffic,TTO,0.0369113,1,1
Sepsis,TTO,0.0076138,1,1
Violent Death,TTO,0.0333964,1,1
AIDS,TTO,0.0136132,10,0
Bite of Venomous Animal,TTO,0.0012577,10,0
Diarrhea/Dysentery,TTO,0.0047376,10,0
Drowning,TTO,0.0674951,10,0
Encephalitis,TTO,0.0007076,10,0
Falls,TTO,0.0139055,10,0
Fires,TTO,0.0161524,10,0
Hemorrhagic fever,TTO,0.0055404,10,0
Malaria,TTO,0,10,0
Measles,TTO,0.0017999,10,0
Meningitis,TTO,0.0137637,10,0
Other Cancers,TTO,0.1777134,10,0
Other Cardiovascular Diseases,TTO,0.0425615,10,0
Other Defined Causes of Child Deaths,TTO,0.3859397,10,0
Other Digestive Diseases,TTO,0.0170248,10,0
Other Infectious Diseases,TTO,0.0454464,10,0
Pneumonia,TTO,0.0314983,10,0
Poisonings,TTO,0.0017196,10,0
Road Traffic,TTO,0.0873161,10,0
Sepsis,TTO,0.0021385,10,0
Violent Death,TTO,0.0696685,10,0
AIDS,TTO,0.0160946,10,1
