gs_text34,iso3,GBD_weight,age,sex
Sepsis,LKA,0.0013967,0,1
Violent Death,LKA,0.0036692,0,1
AIDS,LKA,0.0008197,5,0
Bite of Venomous Animal,LKA,0.0187287,5,0
Diarrhea/Dysentery,LKA,0.0219435,5,0
Drowning,LKA,0.0635524,5,0
Encephalitis,LKA,0.0050767,5,0
Falls,LKA,0.0259791,5,0
Fires,LKA,0.0054853,5,0
Hemorrhagic fever,LKA,0.0131468,5,0
Malaria,LKA,0.0009492,5,0
Measles,LKA,0.0011834,5,0
Meningitis,LKA,0.0403834,5,0
Other Cancers,LKA,0.0651395,5,0
Other Cardiovascular Diseases,LKA,0.0423238,5,0
Other Defined Causes of Child Deaths,LKA,0.3972445,5,0
Other Digestive Diseases,LKA,0.0225121,5,0
Other Infectious Diseases,LKA,0.164948,5,0
Pneumonia,LKA,0.052774,5,0
Poisonings,LKA,0.002083,5,0
Road Traffic,LKA,0.0392226,5,0
Sepsis,LKA,0.0004995,5,0
Violent Death,LKA,0.0160048,5,0
AIDS,LKA,0.0008391,5,1
Bite of Venomous Animal,LKA,0.0389039,5,1
Diarrhea/Dysentery,LKA,0.0249852,5,1
Drowning,LKA,0.0330837,5,1
Encephalitis,LKA,0.0066742,5,1
Falls,LKA,0.0146636,5,1
Fires,LKA,0.016141,5,1
Hemorrhagic fever,LKA,0.0199292,5,1
Malaria,LKA,0.0010879,5,1
Measles,LKA,0.0013088,5,1
Meningitis,LKA,0.0530914,5,1
Other Cancers,LKA,0.0587154,5,1
Other Cardiovascular Diseases,LKA,0.0638975,5,1
Other Defined Causes of Child Deaths,LKA,0.3963462,5,1
Other Digestive Diseases,LKA,0.0304455,5,1
Other Infectious Diseases,LKA,0.135716,5,1
Pneumonia,LKA,0.0572731,5,1
Poisonings,LKA,0.0008534,5,1
Road Traffic,LKA,0.0328485,5,1
Sepsis,LKA,0.0011029,5,1
Violent Death,LKA,0.0120935,5,1
AIDS,LCA,0.0698561,1,0
Bite of Venomous Animal,LCA,0.0016062,1,0
Diarrhea/Dysentery,LCA,0.0189621,1,0
Drowning,LCA,0.0503093,1,0
Encephalitis,LCA,0.0006635,1,0
Falls,LCA,0.0090877,1,0
Fires,LCA,0.057322,1,0
Hemorrhagic fever,LCA,0.032269,1,0
Malaria,LCA,0,1,0
Measles,LCA,0.000557,1,0
Meningitis,LCA,0.0213332,1,0
Other Cancers,LCA,0.0771158,1,0
Other Cardiovascular Diseases,LCA,0.0341587,1,0
Other Defined Causes of Child Deaths,LCA,0.3539158,1,0
Other Digestive Diseases,LCA,0.020243,1,0
Other Infectious Diseases,LCA,0.0578677,1,0
Pneumonia,LCA,0.0656189,1,0
Poisonings,LCA,0.0158009,1,0
Road Traffic,LCA,0.0841862,1,0
Sepsis,LCA,0.002673,1,0
Violent Death,LCA,0.0264539,1,0
AIDS,LCA,0.0921791,1,1
Bite of Venomous Animal,LCA,0.000516,1,1
Diarrhea/Dysentery,LCA,0.0137776,1,1
Drowning,LCA,0.0255659,1,1
Encephalitis,LCA,0.0006108,1,1
Falls,LCA,0.0053342,1,1
Fires,LCA,0.0666712,1,1
Hemorrhagic fever,LCA,0.0384841,1,1
Malaria,LCA,0,1,1
Measles,LCA,0.0006234,1,1
Meningitis,LCA,0.0196382,1,1
Other Cancers,LCA,0.0752916,1,1
Other Cardiovascular Diseases,LCA,0.037329,1,1
Other Defined Causes of Child Deaths,LCA,0.3775096,1,1
Other Digestive Diseases,LCA,0.0129895,1,1
Other Infectious Diseases,LCA,0.0542072,1,1
Pneumonia,LCA,0.0707105,1,1
Poisonings,LCA,0.0230974,1,1
Road Traffic,LCA,0.0599709,1,1
Sepsis,LCA,0.0114993,1,1
Violent Death,LCA,0.0139944,1,1
AIDS,LCA,0.4032046,10,0
Bite of Venomous Animal,LCA,0.0014865,10,0
Diarrhea/Dysentery,LCA,0.0041401,10,0
Drowning,LCA,0.0478205,10,0
Encephalitis,LCA,0.0003875,10,0
Falls,LCA,0.0075246,10,0
Fires,LCA,0.0118068,10,0
Hemorrhagic fever,LCA,0.0121201,10,0
Malaria,LCA,0,10,0
Measles,LCA,0.0002371,10,0
Meningitis,LCA,0.0075369,10,0
Other Cancers,LCA,0.085615,10,0
Other Cardiovascular Diseases,LCA,0.0358256,10,0
Other Defined Causes of Child Deaths,LCA,0.2187255,10,0
Other Digestive Diseases,LCA,0.00855,10,0
Other Infectious Diseases,LCA,0.0281108,10,0
Pneumonia,LCA,0.0181767,10,0
Poisonings,LCA,0.008823,10,0
Road Traffic,LCA,0.0705456,10,0
Sepsis,LCA,0.0022608,10,0
Violent Death,LCA,0.0271024,10,0
AIDS,LCA,0.0233223,10,1
Bite of Venomous Animal,LCA,0.0015097,10,1
Diarrhea/Dysentery,LCA,0.0095046,10,1
Drowning,LCA,0.0401825,10,1
Encephalitis,LCA,0.0007849,10,1
Falls,LCA,0.0082725,10,1
Fires,LCA,0.0225589,10,1
Hemorrhagic fever,LCA,0.0208625,10,1
Malaria,LCA,0,10,1
Measles,LCA,0.0008357,10,1
Meningitis,LCA,0.0152662,10,1
Other Cancers,LCA,0.1403272,10,1
Other Cardiovascular Diseases,LCA,0.0756585,10,1
Other Defined Causes of Child Deaths,LCA,0.4258907,10,1
Other Digestive Diseases,LCA,0.0129356,10,1
Other Infectious Diseases,LCA,0.0622912,10,1
Pneumonia,LCA,0.0180328,10,1
Poisonings,LCA,0.0032471,10,1
Road Traffic,LCA,0.0722571,10,1
Sepsis,LCA,0.0229976,10,1
Violent Death,LCA,0.0232622,10,1
AIDS,LCA,0.0124246,0,0
Bite of Venomous Animal,LCA,0.0012636,0,0
Diarrhea/Dysentery,LCA,0.0308927,0,0
Drowning,LCA,0.0086062,0,0
Encephalitis,LCA,0.0005485,0,0
Falls,LCA,0.0064229,0,0
Fires,LCA,0.0195352,0,0
Hemorrhagic fever,LCA,0.0162779,0,0
Malaria,LCA,0,0,0
Measles,LCA,0.0003298,0,0
Meningitis,LCA,0.0187428,0,0
Other Cancers,LCA,0.0227757,0,0
Other Cardiovascular Diseases,LCA,0.0353234,0,0
Other Defined Causes of Child Deaths,LCA,0.6434051,0,0
Other Digestive Diseases,LCA,0,0,0
Other Infectious Diseases,LCA,0.040297,0,0
Pneumonia,LCA,0.107181,0,0
Poisonings,LCA,0.0037844,0,0
Road Traffic,LCA,0.0162871,0,0
Sepsis,LCA,0.0046069,0,0
Violent Death,LCA,0.0112952,0,0
AIDS,LCA,0.013803,0,1
Bite of Venomous Animal,LCA,0.0001926,0,1
Diarrhea/Dysentery,LCA,0.0234166,0,1
Drowning,LCA,0.0180141,0,1
Encephalitis,LCA,0.0005737,0,1
Falls,LCA,0.0037486,0,1
Fires,LCA,0.0233181,0,1
Hemorrhagic fever,LCA,0.0166243,0,1
Malaria,LCA,0,0,1
Measles,LCA,0.0002856,0,1
Meningitis,LCA,0.0196041,0,1
Other Cancers,LCA,0.0256571,0,1
Other Cardiovascular Diseases,LCA,0.0341157,0,1
Other Defined Causes of Child Deaths,LCA,0.6353146,0,1
Other Digestive Diseases,LCA,0,0,1
Other Infectious Diseases,LCA,0.0357375,0,1
Pneumonia,LCA,0.1023704,0,1
Poisonings,LCA,0.0030602,0,1
Road Traffic,LCA,0.0157536,0,1
Sepsis,LCA,0.0095569,0,1
Violent Death,LCA,0.0188533,0,1
AIDS,LCA,0.0254011,5,0
Bite of Venomous Animal,LCA,0.0020262,5,0
Diarrhea/Dysentery,LCA,0.0080893,5,0
Drowning,LCA,0.0575164,5,0
Encephalitis,LCA,0.000504,5,0
Falls,LCA,0.0121464,5,0
Fires,LCA,0.0222469,5,0
Hemorrhagic fever,LCA,0.0264902,5,0
Malaria,LCA,0,5,0
Measles,LCA,0.0007973,5,0
Meningitis,LCA,0.0126617,5,0
Other Cancers,LCA,0.1228941,5,0
Other Cardiovascular Diseases,LCA,0.0549396,5,0
Other Defined Causes of Child Deaths,LCA,0.3242016,5,0
Other Digestive Diseases,LCA,0.0118734,5,0
Other Infectious Diseases,LCA,0.0561398,5,0
Pneumonia,LCA,0.0576695,5,0
Poisonings,LCA,0.0088167,5,0
Road Traffic,LCA,0.1614142,5,0
Sepsis,LCA,0.0036293,5,0
Violent Death,LCA,0.0305426,5,0
AIDS,LCA,0.0294952,5,1
Bite of Venomous Animal,LCA,0.0013004,5,1
Diarrhea/Dysentery,LCA,0.0191671,5,1
Drowning,LCA,0.028774,5,1
Encephalitis,LCA,0.0005583,5,1
Falls,LCA,0.0074949,5,1
Fires,LCA,0.024989,5,1
Hemorrhagic fever,LCA,0.0409588,5,1
Malaria,LCA,0,5,1
Measles,LCA,0.0010445,5,1
Meningitis,LCA,0.0140246,5,1
Other Cancers,LCA,0.1204199,5,1
Other Cardiovascular Diseases,LCA,0.0559223,5,1
Other Defined Causes of Child Deaths,LCA,0.3824245,5,1
Other Digestive Diseases,LCA,0.0125773,5,1
Other Infectious Diseases,LCA,0.0647239,5,1
Pneumonia,LCA,0.0423455,5,1
Poisonings,LCA,0.005841,5,1
Road Traffic,LCA,0.1120797,5,1
Sepsis,LCA,0.0155377,5,1
Violent Death,LCA,0.0203214,5,1
AIDS,LBY,0.0097252,1,0
Bite of Venomous Animal,LBY,0.0034507,1,0
Diarrhea/Dysentery,LBY,0.0291977,1,0
Drowning,LBY,0.055196,1,0
Encephalitis,LBY,0.0054008,1,0
Falls,LBY,0.0221524,1,0
Fires,LBY,0.0291956,1,0
Hemorrhagic fever,LBY,0.0022349,1,0
Malaria,LBY,0,1,0
Measles,LBY,0.0009634,1,0
Meningitis,LBY,0.0177734,1,0
Other Cancers,LBY,0.0400407,1,0
Other Cardiovascular Diseases,LBY,0.0716612,1,0
Other Defined Causes of Child Deaths,LBY,0.3619259,1,0
Other Digestive Diseases,LBY,0.0110783,1,0
Other Infectious Diseases,LBY,0.046489,1,0
Pneumonia,LBY,0.1346923,1,0
Poisonings,LBY,0.0200152,1,0
Road Traffic,LBY,0.1318968,1,0
Sepsis,LBY,0.0008136,1,0
Violent Death,LBY,0.0060971,1,0
AIDS,LBY,0.0114472,1,1
Bite of Venomous Animal,LBY,0.003165,1,1
Diarrhea/Dysentery,LBY,0.0333827,1,1
Drowning,LBY,0.0315943,1,1
Encephalitis,LBY,0.0050457,1,1
Falls,LBY,0.0175997,1,1
Fires,LBY,0.0303151,1,1
Hemorrhagic fever,LBY,0.0010034,1,1
Malaria,LBY,0,1,1
Measles,LBY,0.001179,1,1
Meningitis,LBY,0.0166048,1,1
Other Cancers,LBY,0.0366798,1,1
Other Cardiovascular Diseases,LBY,0.0707238,1,1
Other Defined Causes of Child Deaths,LBY,0.4016113,1,1
Other Digestive Diseases,LBY,0.0106916,1,1
Other Infectious Diseases,LBY,0.0488938,1,1
Pneumonia,LBY,0.1402502,1,1
Poisonings,LBY,0.022757,1,1
Road Traffic,LBY,0.1102245,1,1
Sepsis,LBY,0.0010633,1,1
Violent Death,LBY,0.0057678,1,1
AIDS,LBY,0.0067416,10,0
Bite of Venomous Animal,LBY,0.0053101,10,0
Diarrhea/Dysentery,LBY,0.0062837,10,0
Drowning,LBY,0.0657231,10,0
Encephalitis,LBY,0.0038701,10,0
Falls,LBY,0.0193395,10,0
Fires,LBY,0.0166896,10,0
Hemorrhagic fever,LBY,0.0019173,10,0
Malaria,LBY,0,10,0
Measles,LBY,0.0001187,10,0
Meningitis,LBY,0.0160206,10,0
Other Cancers,LBY,0.1139156,10,0
Other Cardiovascular Diseases,LBY,0.1083379,10,0
Other Defined Causes of Child Deaths,LBY,0.2584023,10,0
Other Digestive Diseases,LBY,0.0110545,10,0
Other Infectious Diseases,LBY,0.0653697,10,0
Pneumonia,LBY,0.0372328,10,0
Poisonings,LBY,0.0154695,10,0
Road Traffic,LBY,0.2326889,10,0
Sepsis,LBY,0.000586,10,0
Violent Death,LBY,0.0149285,10,0
AIDS,LBY,0.0079683,10,1
Bite of Venomous Animal,LBY,0.0042858,10,1
Diarrhea/Dysentery,LBY,0.0075184,10,1
Drowning,LBY,0.0252252,10,1
Encephalitis,LBY,0.0058423,10,1
Falls,LBY,0.0105221,10,1
Fires,LBY,0.0205235,10,1
Hemorrhagic fever,LBY,0.0011169,10,1
Malaria,LBY,0,10,1
Measles,LBY,0.0001604,10,1
Meningitis,LBY,0.0241849,10,1
Other Cancers,LBY,0.1167313,10,1
Other Cardiovascular Diseases,LBY,0.1361087,10,1
Other Defined Causes of Child Deaths,LBY,0.339133,10,1
Other Digestive Diseases,LBY,0.0126415,10,1
Other Infectious Diseases,LBY,0.0672876,10,1
Pneumonia,LBY,0.054057,10,1
Poisonings,LBY,0.0228771,10,1
Road Traffic,LBY,0.130752,10,1
Sepsis,LBY,0.0029802,10,1
Violent Death,LBY,0.0100838,10,1
AIDS,LBY,0.0018046,0,0
Bite of Venomous Animal,LBY,0.0009066,0,0
Diarrhea/Dysentery,LBY,0.0518902,0,0
Drowning,LBY,0.0034966,0,0
Encephalitis,LBY,0.0055101,0,0
Falls,LBY,0.0057708,0,0
Fires,LBY,0.0064245,0,0
Hemorrhagic fever,LBY,0.0010239,0,0
Malaria,LBY,0,0,0
Measles,LBY,0.0003156,0,0
Meningitis,LBY,0.0176518,0,0
Other Cancers,LBY,0.0149508,0,0
Other Cardiovascular Diseases,LBY,0.0516821,0,0
Other Defined Causes of Child Deaths,LBY,0.6288227,0,0
Other Digestive Diseases,LBY,0,0,0
Other Infectious Diseases,LBY,0.0255939,0,0
Pneumonia,LBY,0.1591688,0,0
Poisonings,LBY,0.0035152,0,0
Road Traffic,LBY,0.0170932,0,0
Sepsis,LBY,0.0014116,0,0
Violent Death,LBY,0.0029669,0,0
AIDS,LBY,0.0017665,0,1
Bite of Venomous Animal,LBY,0.0004809,0,1
Diarrhea/Dysentery,LBY,0.0538125,0,1
Drowning,LBY,0.002081,0,1
Encephalitis,LBY,0.0052751,0,1
Falls,LBY,0.0040857,0,1
Fires,LBY,0.0070258,0,1
Hemorrhagic fever,LBY,0.0004376,0,1
Malaria,LBY,0,0,1
Measles,LBY,0.0002888,0,1
Meningitis,LBY,0.016899,0,1
Other Cancers,LBY,0.0131134,0,1
Other Cardiovascular Diseases,LBY,0.0507336,0,1
Other Defined Causes of Child Deaths,LBY,0.6412714,0,1
Other Digestive Diseases,LBY,0,0,1
Other Infectious Diseases,LBY,0.0242585,0,1
Pneumonia,LBY,0.152285,0,1
Poisonings,LBY,0.0062184,0,1
Road Traffic,LBY,0.0157908,0,1
Sepsis,LBY,0.0013129,0,1
Violent Death,LBY,0.002863,0,1
AIDS,LBY,0.0064651,5,0
Bite of Venomous Animal,LBY,0.0059541,5,0
Diarrhea/Dysentery,LBY,0.0109161,5,0
Drowning,LBY,0.0591672,5,0
Encephalitis,LBY,0.005233,5,0
Falls,LBY,0.0177502,5,0
Fires,LBY,0.0181029,5,0
Hemorrhagic fever,LBY,0.0036825,5,0
Malaria,LBY,0,5,0
Measles,LBY,0.0003791,5,0
Meningitis,LBY,0.0192334,5,0
Other Cancers,LBY,0.1068905,5,0
Other Cardiovascular Diseases,LBY,0.0821669,5,0
Other Defined Causes of Child Deaths,LBY,0.2731424,5,0
Other Digestive Diseases,LBY,0.0093042,5,0
Other Infectious Diseases,LBY,0.0748593,5,0
Pneumonia,LBY,0.0561611,5,0
Poisonings,LBY,0.0154607,5,0
Road Traffic,LBY,0.2261389,5,0
Sepsis,LBY,0.0008671,5,0
Violent Death,LBY,0.0081251,5,0
AIDS,LBY,0.00805,5,1
Bite of Venomous Animal,LBY,0.00465,5,1
Diarrhea/Dysentery,LBY,0.0127606,5,1
Drowning,LBY,0.0265785,5,1
Encephalitis,LBY,0.0060056,5,1
Falls,LBY,0.0154774,5,1
Fires,LBY,0.0220622,5,1
Hemorrhagic fever,LBY,0.0019751,5,1
Malaria,LBY,0,5,1
Measles,LBY,0.0005202,5,1
Meningitis,LBY,0.022073,5,1
Other Cancers,LBY,0.1046646,5,1
Other Cardiovascular Diseases,LBY,0.0868812,5,1
Other Defined Causes of Child Deaths,LBY,0.3278615,5,1
Other Digestive Diseases,LBY,0.0104645,5,1
Other Infectious Diseases,LBY,0.0780151,5,1
Pneumonia,LBY,0.0694766,5,1
Poisonings,LBY,0.0257869,5,1
Road Traffic,LBY,0.1666331,5,1
Sepsis,LBY,0.0021416,5,1
Violent Death,LBY,0.0079225,5,1
AIDS,LBR,0.026821,1,0
Bite of Venomous Animal,LBR,0.0021043,1,0
Diarrhea/Dysentery,LBR,0.1371705,1,0
Drowning,LBR,0.0096641,1,0
Encephalitis,LBR,0.0014376,1,0
Falls,LBR,0.0096459,1,0
Fires,LBR,0.017451,1,0
Hemorrhagic fever,LBR,0.0004321,1,0
Malaria,LBR,0.3709399,1,0
Measles,LBR,0.0166473,1,0
Meningitis,LBR,0.0249837,1,0
Other Cancers,LBR,0.0028423,1,0
Other Cardiovascular Diseases,LBR,0.0054384,1,0
Other Defined Causes of Child Deaths,LBR,0.173747,1,0
Other Digestive Diseases,LBR,0.0119184,1,0
Other Infectious Diseases,LBR,0.0589199,1,0
Pneumonia,LBR,0.1119955,1,0
Poisonings,LBR,0.0040286,1,0
Road Traffic,LBR,0.0102769,1,0
Sepsis,LBR,0.0013084,1,0
Violent Death,LBR,0.0022273,1,0
AIDS,LBR,0.0299831,1,1
Bite of Venomous Animal,LBR,0.0025796,1,1
Diarrhea/Dysentery,LBR,0.1312774,1,1
Drowning,LBR,0.0073027,1,1
Encephalitis,LBR,0.001328,1,1
Falls,LBR,0.0084561,1,1
Fires,LBR,0.0263287,1,1
Hemorrhagic fever,LBR,0.0002774,1,1
Malaria,LBR,0.3765508,1,1
Measles,LBR,0.0192821,1,1
Meningitis,LBR,0.0230796,1,1
Other Cancers,LBR,0.0017833,1,1
Other Cardiovascular Diseases,LBR,0.0079349,1,1
Other Defined Causes of Child Deaths,LBR,0.1899546,1,1
Other Digestive Diseases,LBR,0.0110794,1,1
Other Infectious Diseases,LBR,0.0325616,1,1
Pneumonia,LBR,0.1179069,1,1
Poisonings,LBR,0.0032549,1,1
Road Traffic,LBR,0.0052574,1,1
Sepsis,LBR,0.0013592,1,1
Violent Death,LBR,0.0024624,1,1
AIDS,LBR,0.1245745,10,0
Bite of Venomous Animal,LBR,0.0086176,10,0
Diarrhea/Dysentery,LBR,0.0409026,10,0
Drowning,LBR,0.0192316,10,0
Encephalitis,LBR,0.0030657,10,0
Falls,LBR,0.0160951,10,0
Fires,LBR,0.0158374,10,0
Hemorrhagic fever,LBR,0.0008012,10,0
Malaria,LBR,0.2122382,10,0
Measles,LBR,0.0058627,10,0
Meningitis,LBR,0.0572999,10,0
Other Cancers,LBR,0.0359467,10,0
Other Cardiovascular Diseases,LBR,0.0177666,10,0
Other Defined Causes of Child Deaths,LBR,0.1777692,10,0
Other Digestive Diseases,LBR,0.017822,10,0
Other Infectious Diseases,LBR,0.1189453,10,0
Pneumonia,LBR,0.0620381,10,0
Poisonings,LBR,0.0036992,10,0
Road Traffic,LBR,0.0503143,10,0
Sepsis,LBR,0.0018837,10,0
Violent Death,LBR,0.0092882,10,0
AIDS,LBR,0.1146111,10,1
Bite of Venomous Animal,LBR,0.0063913,10,1
Diarrhea/Dysentery,LBR,0.050322,10,1
Drowning,LBR,0.0139678,10,1
Encephalitis,LBR,0.0030816,10,1
Falls,LBR,0.0112743,10,1
Fires,LBR,0.0149669,10,1
Hemorrhagic fever,LBR,0.0004216,10,1
Malaria,LBR,0.2307391,10,1
Measles,LBR,0.0061457,10,1
Meningitis,LBR,0.0575964,10,1
Other Cancers,LBR,0.0371967,10,1
Other Cardiovascular Diseases,LBR,0.0245156,10,1
Other Defined Causes of Child Deaths,LBR,0.2295845,10,1
Other Digestive Diseases,LBR,0.0213829,10,1
Other Infectious Diseases,LBR,0.0710291,10,1
Pneumonia,LBR,0.0671441,10,1
Poisonings,LBR,0.0039389,10,1
Road Traffic,LBR,0.0260388,10,1
Sepsis,LBR,0.0020855,10,1
Violent Death,LBR,0.0075659,10,1
AIDS,LBR,0.0052778,0,0
Bite of Venomous Animal,LBR,0.0016095,0,0
Diarrhea/Dysentery,LBR,0.2759561,0,0
Drowning,LBR,0.0009233,0,0
Encephalitis,LBR,0.0026079,0,0
Falls,LBR,0.0031344,0,0
Fires,LBR,0.0052289,0,0
Hemorrhagic fever,LBR,0.0002398,0,0
Malaria,LBR,0.217339,0,0
Measles,LBR,0.0057582,0,0
Meningitis,LBR,0.0457373,0,0
Other Cancers,LBR,0.0022421,0,0
Other Cardiovascular Diseases,LBR,0.0101405,0,0
Other Defined Causes of Child Deaths,LBR,0.1863855,0,0
Other Digestive Diseases,LBR,0,0,0
Other Infectious Diseases,LBR,0.070633,0,0
Pneumonia,LBR,0.1606283,0,0
Poisonings,LBR,0.0008943,0,0
Road Traffic,LBR,0.0019417,0,0
Sepsis,LBR,0.002357,0,0
Violent Death,LBR,0.0009653,0,0
AIDS,LBR,0.0062355,0,1
Bite of Venomous Animal,LBR,0.0039333,0,1
Diarrhea/Dysentery,LBR,0.2650101,0,1
Drowning,LBR,0.0010653,0,1
Encephalitis,LBR,0.002663,0,1
Falls,LBR,0.0024393,0,1
Fires,LBR,0.0054113,0,1
Hemorrhagic fever,LBR,0.000129,0,1
Malaria,LBR,0.2267065,0,1
Measles,LBR,0.0063891,0,1
Meningitis,LBR,0.0467046,0,1
Other Cancers,LBR,0.0037893,0,1
Other Cardiovascular Diseases,LBR,0.0114907,0,1
Other Defined Causes of Child Deaths,LBR,0.1887102,0,1
Other Digestive Diseases,LBR,0,0,1
Other Infectious Diseases,LBR,0.0533344,0,1
Pneumonia,LBR,0.1707667,0,1
Poisonings,LBR,0.0008212,0,1
Road Traffic,LBR,0.0014459,0,1
Sepsis,LBR,0.0018981,0,1
Violent Death,LBR,0.0010564,0,1
AIDS,LBR,0.0693071,5,0
Bite of Venomous Animal,LBR,0.0085848,5,0
Diarrhea/Dysentery,LBR,0.0720101,5,0
Drowning,LBR,0.0154655,5,0
Encephalitis,LBR,0.0033429,5,0
Falls,LBR,0.0155413,5,0
Fires,LBR,0.0262603,5,0
Hemorrhagic fever,LBR,0.0011482,5,0
Malaria,LBR,0.2208328,5,0
Measles,LBR,0.0151408,5,0
Meningitis,LBR,0.0578346,5,0
Other Cancers,LBR,0.0258002,5,0
Other Cardiovascular Diseases,LBR,0.0138681,5,0
Other Defined Causes of Child Deaths,LBR,0.1682276,5,0
Other Digestive Diseases,LBR,0.0166881,5,0
Other Infectious Diseases,LBR,0.1187318,5,0
Pneumonia,LBR,0.0968273,5,0
Poisonings,LBR,0.003898,5,0
Road Traffic,LBR,0.0441463,5,0
Sepsis,LBR,0.0017679,5,0
Violent Death,LBR,0.0045764,5,0
AIDS,LBR,0.0744029,5,1
Bite of Venomous Animal,LBR,0.0068557,5,1
Diarrhea/Dysentery,LBR,0.0707171,5,1
Drowning,LBR,0.013814,5,1
Encephalitis,LBR,0.0027509,5,1
Falls,LBR,0.0115853,5,1
Fires,LBR,0.0299022,5,1
Hemorrhagic fever,LBR,0.0006752,5,1
Malaria,LBR,0.2609057,5,1
Measles,LBR,0.0178191,5,1
Meningitis,LBR,0.0475936,5,1
Other Cancers,LBR,0.0294133,5,1
Other Cardiovascular Diseases,LBR,0.0140499,5,1
Other Defined Causes of Child Deaths,LBR,0.1963156,5,1
Other Digestive Diseases,LBR,0.016629,5,1
Other Infectious Diseases,LBR,0.0741244,5,1
Pneumonia,LBR,0.0997657,5,1
Poisonings,LBR,0.0036388,5,1
Road Traffic,LBR,0.0221471,5,1
Sepsis,LBR,0.001794,5,1
Violent Death,LBR,0.0051005,5,1
AIDS,LBN,0.0479611,1,0
Bite of Venomous Animal,LBN,0.0013737,1,0
Diarrhea/Dysentery,LBN,0.020657,1,0
Drowning,LBN,0.0502313,1,0
Encephalitis,LBN,0.0046704,1,0
Falls,LBN,0.0672796,1,0
Fires,LBN,0.022694,1,0
Hemorrhagic fever,LBN,0.0026092,1,0
Malaria,LBN,0,1,0
Measles,LBN,0.0044909,1,0
Meningitis,LBN,0.0153699,1,0
Other Cancers,LBN,0.054399,1,0
Other Cardiovascular Diseases,LBN,0.080922,1,0
Other Defined Causes of Child Deaths,LBN,0.3494698,1,0
Other Digestive Diseases,LBN,0.0118644,1,0
Other Infectious Diseases,LBN,0.0684136,1,0
Pneumonia,LBN,0.0815109,1,0
Poisonings,LBN,0.0122495,1,0
Road Traffic,LBN,0.0829227,1,0
Sepsis,LBN,0.0007701,1,0
Violent Death,LBN,0.0201408,1,0
AIDS,LBN,0.0452006,1,1
Bite of Venomous Animal,LBN,0.0013803,1,1
Diarrhea/Dysentery,LBN,0.0204804,1,1
Drowning,LBN,0.0222401,1,1
Encephalitis,LBN,0.0034773,1,1
Falls,LBN,0.2484943,1,1
Fires,LBN,0.0174852,1,1
Hemorrhagic fever,LBN,0.0007759,1,1
Malaria,LBN,0,1,1
Measles,LBN,0.0043702,1,1
Meningitis,LBN,0.0114433,1,1
Other Cancers,LBN,0.0337007,1,1
Other Cardiovascular Diseases,LBN,0.0588319,1,1
Other Defined Causes of Child Deaths,LBN,0.2941684,1,1
Other Digestive Diseases,LBN,0.0004126,1,1
Other Infectious Diseases,LBN,0.0498009,1,1
Pneumonia,LBN,0.0739165,1,1
Poisonings,LBN,0.0176358,1,1
Road Traffic,LBN,0.0786183,1,1
Sepsis,LBN,0.0009081,1,1
Violent Death,LBN,0.0166591,1,1
AIDS,LBN,0.0253896,10,0
Bite of Venomous Animal,LBN,0.0018033,10,0
Diarrhea/Dysentery,LBN,0.0042663,10,0
Drowning,LBN,0.0564844,10,0
Encephalitis,LBN,0.003505,10,0
Falls,LBN,0.0441557,10,0
Fires,LBN,0.0112323,10,0
Hemorrhagic fever,LBN,0.0017708,10,0
Malaria,LBN,0,10,0
Measles,LBN,0.0004301,10,0
Meningitis,LBN,0.0145093,10,0
Other Cancers,LBN,0.1788054,10,0
Other Cardiovascular Diseases,LBN,0.1102471,10,0
Other Defined Causes of Child Deaths,LBN,0.2371258,10,0
Other Digestive Diseases,LBN,0.0122925,10,0
Other Infectious Diseases,LBN,0.0699231,10,0
Pneumonia,LBN,0.0268769,10,0
Poisonings,LBN,0.0093576,10,0
Road Traffic,LBN,0.1401065,10,0
Sepsis,LBN,0.0005083,10,0
Violent Death,LBN,0.0512099,10,0
AIDS,LBN,0.0289507,10,1
Bite of Venomous Animal,LBN,0.0018007,10,1
Diarrhea/Dysentery,LBN,0.0052815,10,1
Drowning,LBN,0.0220159,10,1
Encephalitis,LBN,0.0037649,10,1
Falls,LBN,0.1344412,10,1
Fires,LBN,0.0128363,10,1
Hemorrhagic fever,LBN,0.0008633,10,1
Malaria,LBN,0,10,1
Measles,LBN,0.0005606,10,1
Meningitis,LBN,0.0155853,10,1
Other Cancers,LBN,0.1478996,10,1
Other Cardiovascular Diseases,LBN,0.1011342,10,1
Other Defined Causes of Child Deaths,LBN,0.2443375,10,1
Other Digestive Diseases,LBN,0.0005736,10,1
Other Infectious Diseases,LBN,0.0628506,10,1
Pneumonia,LBN,0.0491333,10,1
Poisonings,LBN,0.0186116,10,1
Road Traffic,LBN,0.1167091,10,1
Sepsis,LBN,0.002168,10,1
Violent Death,LBN,0.030482,10,1
AIDS,LBN,0.0080385,0,0
Bite of Venomous Animal,LBN,0.0002961,0,0
Diarrhea/Dysentery,LBN,0.0374877,0,0
Drowning,LBN,0.0034421,0,0
Encephalitis,LBN,0.0047803,0,0
Falls,LBN,0.0152725,0,0
Fires,LBN,0.0049958,0,0
Hemorrhagic fever,LBN,0.0011169,0,0
Malaria,LBN,0,0,0
Measles,LBN,0.0013245,0,0
Meningitis,LBN,0.0153138,0,0
Other Cancers,LBN,0.0179213,0,0
